"","assessment_organisation_standard_guide","assessment_organisation","assessment_organisations_standard_code","assessment_organisation_delivery_area","start_date","end_date"
"1822",1822,"EPA0066","133",1,NA,NA
"1823",1823,"EPA0067","105",1,NA,NA
"1824",1824,"EPA0067","105",1,NA,NA
"1825",1825,"EPA0067","105",1,NA,NA
"1826",1826,"EPA0067","105",1,NA,NA
"1827",1827,"EPA0067","105",1,NA,NA
"1828",1828,"EPA0067","105",1,NA,NA
"1829",1829,"EPA0067","105",1,NA,NA
"1830",1830,"EPA0067","105",1,NA,NA
"1831",1831,"EPA0067","105",1,NA,NA
"1832",1832,"EPA0067","105",1,NA,NA
"1833",1833,"EPA0067","105",8,NA,NA
"1834",1834,"EPA0067","105",1,NA,NA
"1835",1835,"EPA0067","105",1,NA,NA
"1836",1836,"EPA0067","105",1,NA,NA
"1837",1837,"EPA0067","105",1,NA,NA
"1838",1838,"EPA0067","105",1,NA,NA
"1839",1839,"EPA0067","105",1,NA,NA
"1840",1840,"EPA0067","105",1,NA,NA
"1841",1841,"EPA0067","105",1,NA,NA
"1842",1842,"EPA0067","105",1,NA,NA
"1843",1843,"EPA0068","128",1,NA,NA
"1844",1844,"EPA0068","128",1,NA,NA
"1845",1845,"EPA0068","128",1,NA,NA
"1846",1846,"EPA0068","128",1,NA,NA
"1847",1847,"EPA0069","157",1,NA,NA
"1848",1848,"EPA0069","157",1,NA,NA
"1849",1849,"EPA0069","157",1,NA,NA
"1850",1850,"EPA0070","117",1,NA,NA
"1851",1851,"EPA0070","117",1,NA,NA
"1852",1852,"EPA0070","117",1,NA,NA
"1853",1853,"EPA0070","117",1,NA,NA
"1854",1854,"EPA0070","117",1,NA,NA
"1855",1855,"EPA0071","101",1,NA,NA
"1856",1856,"EPA0071","101",1,NA,NA
"1857",1857,"EPA0071","101",1,NA,NA
"1858",1858,"EPA0071","101",1,NA,NA
"1859",1859,"EPA0071","101",1,NA,NA
"1860",1860,"EPA0071","101",1,NA,NA
"1861",1861,"EPA0071","101",1,NA,NA
"1862",1862,"EPA0071","101",1,NA,NA
"1863",1863,"EPA0071","101",1,NA,NA
"1864",1864,"EPA0071","101",1,NA,NA
"1865",1865,"EPA0071","101",1,NA,NA
"1866",1866,"EPA0071","101",1,NA,NA
"1867",1867,"EPA0071","101",1,NA,NA
"1868",1868,"EPA0071","101",1,NA,NA
"1869",1869,"EPA0072","119",1,NA,NA
"1870",1870,"EPA0072","119",1,NA,NA
"1871",1871,"EPA0072","119",1,NA,NA
"1872",1872,"EPA0072","119",1,NA,NA
"1873",1873,"EPA0072","119",1,NA,NA
"1874",1874,"EPA0072","119",1,NA,NA
"1875",1875,"EPA0072","119",1,NA,NA
"1876",1876,"EPA0072","119",1,NA,NA
"1877",1877,"EPA0072","119",1,NA,NA
"1878",1878,"EPA0072","119",1,NA,NA
"1879",1879,"EPA0072","119",1,NA,NA
"1880",1880,"EPA0072","119",1,NA,NA
"1881",1881,"EPA0072","118",1,NA,NA
"1882",1882,"EPA0072","118",1,NA,NA
"1883",1883,"EPA0072","118",1,NA,NA
"1884",1884,"EPA0072","118",1,NA,NA
"1885",1885,"EPA0072","118",1,NA,NA
"1886",1886,"EPA0072","118",1,NA,NA
"1887",1887,"EPA0072","118",1,NA,NA
"1888",1888,"EPA0072","118",1,NA,NA
"1889",1889,"EPA0072","118",1,NA,NA
"1890",1890,"EPA0072","118",1,NA,NA
"1891",1891,"EPA0072","118",1,NA,NA
"1892",1892,"EPA0072","104",1,NA,NA
"1893",1893,"EPA0072","104",1,NA,NA
"1894",1894,"EPA0072","104",1,NA,NA
"1895",1895,"EPA0072","104",1,NA,NA
"1896",1896,"EPA0072","104",1,NA,NA
"1897",1897,"EPA0072","104",1,NA,NA
"1898",1898,"EPA0072","104",1,NA,NA
"1899",1899,"EPA0072","104",1,NA,NA
"1900",1900,"EPA0072","104",8,NA,NA
"1901",1901,"EPA0072","104",1,NA,NA
"1902",1902,"EPA0072","104",1,NA,NA
"1903",1903,"EPA0072","104",1,NA,NA
"1904",1904,"EPA0072","104",1,NA,NA
"1905",1905,"EPA0072","104",1,NA,NA
"1906",1906,"EPA0072","104",NA,NA,NA
"1907",1907,"EPA0072","104",1,NA,NA
"1908",1908,"EPA0072","104",1,NA,NA
"1909",1909,"EPA0072","105",1,NA,NA
"1910",1910,"EPA0072","105",1,NA,NA
"1911",1911,"EPA0072","105",1,NA,NA
"1912",1912,"EPA0072","105",1,NA,NA
"1913",1913,"EPA0072","105",1,NA,NA
"1914",1914,"EPA0072","105",1,NA,NA
"1915",1915,"EPA0072","105",1,NA,NA
"1916",1916,"EPA0072","105",1,NA,NA
"1917",1917,"EPA0072","105",1,NA,NA
"1918",1918,"EPA0072","105",1,NA,NA
"1919",1919,"EPA0072","105",8,NA,NA
"1920",1920,"EPA0072","105",1,NA,NA
"1921",1921,"EPA0072","105",1,NA,NA
"1922",1922,"EPA0072","105",1,NA,NA
"1923",1923,"EPA0072","105",1,NA,NA
"1924",1924,"EPA0072","105",1,NA,NA
"1925",1925,"EPA0072","105",1,NA,NA
"1926",1926,"EPA0072","105",1,NA,NA
"1927",1927,"EPA0072","105",1,NA,NA
"1928",1928,"EPA0072","105",1,NA,NA
"1929",1929,"EPA0073","125",1,NA,NA
"1930",1930,"EPA0074","112",4,NA,NA
"1931",1931,"EPA0074","112",1,NA,NA
"1932",1932,"EPA0075","25",1,NA,NA
"1933",1933,"EPA0075","25",6,NA,NA
"1934",1934,"EPA0075","25",9,NA,NA
"1935",1935,"EPA0075","25",1,NA,NA
"1936",1936,"EPA0075","25",1,NA,NA
"1937",1937,"EPA0075","25",5,NA,NA
"1938",1938,"EPA0075","25",1,NA,NA
"1939",1939,"EPA0075","25",1,NA,NA
"1940",1940,"EPA0075","25",1,NA,NA
"1941",1941,"EPA0075","25",1,NA,NA
"1942",1942,"EPA0075","25",1,NA,NA
"1943",1943,"EPA0075","25",1,NA,NA
"1944",1944,"EPA0039","147",1,NA,NA
"1945",1945,"EPA0039","147",1,NA,NA
"1946",1946,"EPA0039","147",1,NA,NA
"1947",1947,"EPA0039","147",1,NA,NA
"1948",1948,"EPA0039","147",1,NA,NA
"1949",1949,"EPA0039","147",1,NA,NA
"1950",1950,"EPA0039","147",1,NA,NA
"1951",1951,"EPA0039","147",1,NA,NA
"1952",1952,"EPA0039","147",1,NA,NA
"1953",1953,"EPA0039","147",1,NA,NA
"1954",1954,"EPA0039","147",1,NA,NA
"1955",1955,"EPA0014","146",1,NA,NA
"1956",1956,"EPA0014","146",1,NA,NA
"1957",1957,"EPA0024","119",1,NA,NA
"1958",1958,"EPA0024","119",1,NA,NA
"1959",1959,"EPA0024","119",1,NA,NA
"1960",1960,"EPA0024","119",1,NA,NA
"1961",1961,"EPA0024","119",1,NA,NA
"1962",1962,"EPA0024","119",1,NA,NA
"1963",1963,"EPA0024","119",1,NA,NA
"1964",1964,"EPA0024","119",1,NA,NA
"1965",1965,"EPA0024","119",1,NA,NA
"1966",1966,"EPA0024","119",1,NA,NA
"1967",1967,"EPA0024","119",1,NA,NA
"1968",1968,"EPA0024","119",1,NA,NA
"1969",1969,"EPA0024","118",1,NA,NA
"1970",1970,"EPA0024","118",1,NA,NA
"1971",1971,"EPA0024","118",1,NA,NA
"1972",1972,"EPA0024","118",1,NA,NA
"1973",1973,"EPA0024","118",1,NA,NA
"1974",1974,"EPA0024","118",1,NA,NA
"1975",1975,"EPA0024","118",1,NA,NA
"1976",1976,"EPA0024","118",1,NA,NA
"1977",1977,"EPA0024","118",1,NA,NA
"1978",1978,"EPA0024","118",1,NA,NA
"1979",1979,"EPA0024","118",1,NA,NA
"1980",1980,"EPA0041","60",1,NA,NA
"1981",1981,"EPA0041","60",1,NA,NA
"1982",1982,"EPA0041","63",1,NA,NA
"1983",1983,"EPA0041","63",1,NA,NA
"1984",1984,"EPA0076","25",1,NA,NA
"1985",1985,"EPA0076","25",6,NA,NA
"1986",1986,"EPA0076","25",9,NA,NA
"1987",1987,"EPA0076","25",1,NA,NA
"1988",1988,"EPA0076","25",1,NA,NA
"1989",1989,"EPA0076","25",5,NA,NA
"1990",1990,"EPA0076","25",1,NA,NA
"1991",1991,"EPA0076","25",1,NA,NA
"1992",1992,"EPA0076","25",1,NA,NA
"1993",1993,"EPA0076","25",1,NA,NA
"1994",1994,"EPA0076","25",1,NA,NA
"1995",1995,"EPA0076","25",1,NA,NA
"1996",1996,"EPA0076","24",1,NA,NA
"1997",1997,"EPA0076","24",1,NA,NA
"1998",1998,"EPA0076","24",1,NA,NA
"1999",1999,"EPA0076","24",1,NA,NA
"2000",2000,"EPA0076","24",1,NA,NA
"2001",2001,"EPA0076","24",1,NA,NA
"2002",2002,"EPA0033","140",1,NA,NA
"2003",2003,"EPA0033","140",1,NA,NA
"2004",2004,"EPA0033","140",1,NA,NA
"2005",2005,"EPA0033","140",1,NA,NA
"2006",2006,"EPA0033","140",1,NA,NA
"2007",2007,"EPA0033","140",1,NA,NA
"2008",2008,"EPA0033","140",1,NA,NA
"2009",2009,"EPA0033","140",1,NA,NA
"2010",2010,"EPA0033","140",1,NA,NA
"2011",2011,"EPA0033","140",1,NA,NA
"2012",2012,"EPA0033","140",1,NA,NA
"2013",2013,"EPA0033","140",1,NA,NA
"2014",2014,"EPA0033","140",1,NA,NA
"2015",2015,"EPA0033","140",1,NA,NA
"2016",2016,"EPA0033","101",1,NA,NA
"2017",2017,"EPA0033","101",1,NA,NA
"2018",2018,"EPA0033","101",1,NA,NA
"2019",2019,"EPA0033","101",1,NA,NA
"2020",2020,"EPA0033","101",1,NA,NA
"2021",2021,"EPA0033","101",1,NA,NA
"2022",2022,"EPA0033","101",1,NA,NA
"2023",2023,"EPA0033","101",1,NA,NA
"2024",2024,"EPA0033","101",1,NA,NA
"2025",2025,"EPA0033","101",1,NA,NA
"2026",2026,"EPA0033","101",1,NA,NA
"2027",2027,"EPA0033","101",1,NA,NA
"2028",2028,"EPA0033","101",1,NA,NA
"2029",2029,"EPA0033","101",1,NA,NA
"2030",2030,"EPA0014","140",1,NA,NA
"2031",2031,"EPA0014","140",1,NA,NA
"2032",2032,"EPA0014","140",1,NA,NA
"2033",2033,"EPA0014","140",1,NA,NA
"2034",2034,"EPA0014","140",1,NA,NA
"2035",2035,"EPA0014","140",1,NA,NA
"2036",2036,"EPA0014","140",1,NA,NA
"2037",2037,"EPA0014","140",1,NA,NA
"2038",2038,"EPA0014","140",1,NA,NA
"2039",2039,"EPA0014","140",1,NA,NA
"2040",2040,"EPA0014","140",1,NA,NA
"2041",2041,"EPA0014","140",1,NA,NA
"2042",2042,"EPA0014","140",1,NA,NA
"2043",2043,"EPA0014","140",1,NA,NA
"2044",2044,"EPA0078","25",1,NA,NA
"2045",2045,"EPA0078","25",6,NA,NA
"2046",2046,"EPA0078","25",9,NA,NA
"2047",2047,"EPA0078","25",1,NA,NA
"2048",2048,"EPA0078","25",1,NA,NA
"2049",2049,"EPA0078","25",5,NA,NA
"2050",2050,"EPA0078","25",1,NA,NA
"2051",2051,"EPA0078","25",1,NA,NA
"2052",2052,"EPA0078","25",1,NA,NA
"2053",2053,"EPA0078","25",1,NA,NA
"2054",2054,"EPA0078","25",1,NA,NA
"2055",2055,"EPA0078","25",1,NA,NA
"2056",2056,"EPA0008","78",1,NA,NA
"2057",2057,"EPA0008","78",1,NA,NA
"2058",2058,"EPA0008","78",1,NA,NA
"2059",2059,"EPA0008","78",1,NA,NA
"2060",2060,"EPA0001","142",1,NA,NA
"2061",2061,"EPA0001","154",1,NA,NA
"2062",2062,"EPA0001","155",1,NA,NA
"2063",2063,"EPA0001","155",1,NA,NA
"2064",2064,"EPA0001","155",1,NA,NA
"2065",2065,"EPA0001","155",1,NA,NA
"2066",2066,"EPA0001","165",1,NA,NA
"2067",2067,"EPA0001","165",1,NA,NA
"2068",2068,"EPA0081","25",1,NA,NA
"2069",2069,"EPA0081","25",6,NA,NA
"2070",2070,"EPA0081","25",9,NA,NA
"2071",2071,"EPA0081","25",1,NA,NA
"2072",2072,"EPA0081","25",1,NA,NA
"2073",2073,"EPA0081","25",5,NA,NA
"2074",2074,"EPA0081","25",1,NA,NA
"2075",2075,"EPA0081","25",1,NA,NA
"2076",2076,"EPA0081","25",1,NA,NA
"2077",2077,"EPA0081","25",1,NA,NA
"2078",2078,"EPA0081","25",1,NA,NA
"2079",2079,"EPA0081","25",1,NA,NA
"2080",2080,"EPA0041","83",1,NA,NA
"2081",2081,"EPA0041","83",1,NA,NA
"2082",2082,"EPA0041","29",1,NA,NA
"2083",2083,"EPA0041","29",1,NA,NA
"2084",2084,"EPA0041","29",1,NA,NA
"2085",2085,"EPA0041","32",1,NA,NA
"2086",2086,"EPA0041","32",1,NA,NA
"2087",2087,"EPA0006","64",1,NA,NA
"2088",2088,"EPA0006","64",1,NA,NA
"2089",2089,"EPA0006","65",1,NA,NA
"2090",2090,"EPA0006","65",1,NA,NA
"2091",2091,"EPA0006","65",1,NA,NA
"2092",2092,"EPA0006","66",1,NA,NA
"2093",2093,"EPA0006","66",1,NA,NA
"2094",2094,"EPA0079","140",1,NA,NA
"2095",2095,"EPA0079","140",1,NA,NA
"2096",2096,"EPA0079","140",1,NA,NA
"2097",2097,"EPA0079","140",1,NA,NA
"2098",2098,"EPA0079","140",1,NA,NA
"2099",2099,"EPA0079","140",1,NA,NA
"2100",2100,"EPA0079","140",1,NA,NA
"2101",2101,"EPA0079","140",1,NA,NA
"2102",2102,"EPA0079","140",1,NA,NA
"2103",2103,"EPA0079","140",1,NA,NA
"2104",2104,"EPA0079","140",1,NA,NA
"2105",2105,"EPA0079","140",1,NA,NA
"2106",2106,"EPA0079","140",1,NA,NA
"2107",2107,"EPA0079","140",1,NA,NA
"2108",2108,"EPA0080","24",1,NA,NA
"2109",2109,"EPA0080","24",1,NA,NA
"2110",2110,"EPA0080","24",1,NA,NA
"2111",2111,"EPA0080","24",1,NA,NA
"2112",2112,"EPA0080","24",1,NA,NA
"2113",2113,"EPA0080","24",1,NA,NA
"2114",2114,"EPA0082","36",1,NA,NA
"2115",2115,"EPA0082","36",1,NA,NA
"2116",2116,"EPA0082","36",1,NA,NA
"2117",2117,"EPA0082","36",1,NA,NA
"2118",2118,"EPA0082","36",1,NA,NA
"2119",2119,"EPA0082","36",1,NA,NA
"2120",2120,"EPA0082","36",1,NA,NA
"2121",2121,"EPA0083","110",1,NA,NA
"2122",2122,"EPA0083","110",1,NA,NA
"2123",2123,"EPA0083","110",1,NA,NA
"2124",2124,"EPA0083","110",1,NA,NA
"2125",2125,"EPA0083","110",1,NA,NA
"2126",2126,"EPA0084","167",1,NA,NA
"2127",2127,"EPA0084","167",1,NA,NA
"2128",2128,"EPA0084","167",1,NA,NA
"2129",2129,"EPA0041","31",1,NA,NA
"2130",2130,"EPA0041","31",1,NA,NA
"2131",2131,"EPA0041","31",1,NA,NA
"2132",2132,"EPA0041","31",1,NA,NA
"2133",2133,"EPA0041","153",1,NA,NA
"2134",2134,"EPA0041","153",1,NA,NA
"2135",2135,"EPA0041","105",1,NA,NA
"2136",2136,"EPA0041","105",1,NA,NA
"2137",2137,"EPA0041","105",1,NA,NA
"2138",2138,"EPA0041","105",1,NA,NA
"2139",2139,"EPA0041","105",1,NA,NA
"2140",2140,"EPA0041","105",1,NA,NA
"2141",2141,"EPA0041","105",1,NA,NA
"2142",2142,"EPA0041","105",1,NA,NA
"2143",2143,"EPA0041","105",1,NA,NA
"2144",2144,"EPA0041","105",1,NA,NA
"2145",2145,"EPA0041","105",8,NA,NA
"2146",2146,"EPA0041","105",1,NA,NA
"2147",2147,"EPA0041","105",1,NA,NA
"2148",2148,"EPA0041","105",1,NA,NA
"2149",2149,"EPA0041","105",1,NA,NA
"2150",2150,"EPA0041","105",1,NA,NA
"2151",2151,"EPA0041","105",1,NA,NA
"2152",2152,"EPA0041","105",1,NA,NA
"2153",2153,"EPA0041","105",1,NA,NA
"2154",2154,"EPA0041","105",1,NA,NA
"2155",2155,"EPA0041","48",1,NA,NA
"2156",2156,"EPA0041","28",1,NA,NA
"2157",2157,"EPA0041","28",1,NA,NA
"2158",2158,"EPA0041","28",1,NA,NA
"2159",2159,"EPA0041","28",1,NA,NA
"2160",2160,"EPA0014","147",1,NA,NA
"2161",2161,"EPA0014","147",1,NA,NA
"2162",2162,"EPA0014","147",1,NA,NA
"2163",2163,"EPA0014","147",1,NA,NA
"2164",2164,"EPA0014","147",1,NA,NA
"2165",2165,"EPA0014","147",1,NA,NA
"2166",2166,"EPA0014","147",1,NA,NA
"2167",2167,"EPA0014","147",1,NA,NA
"2168",2168,"EPA0014","147",1,NA,NA
"2169",2169,"EPA0014","147",1,NA,NA
"2170",2170,"EPA0014","147",1,NA,NA
"2171",2171,"EPA0014","7",1,NA,NA
"2172",2172,"EPA0014","7",1,NA,NA
"2173",2173,"EPA0014","7",1,NA,NA
"2174",2174,"EPA0014","148",1,NA,NA
"2175",2175,"EPA0014","148",1,NA,NA
"2176",2176,"EPA0014","150",1,NA,NA
"2177",2177,"EPA0014","150",1,NA,NA
"2178",2178,"EPA0014","150",1,NA,NA
"2179",2179,"EPA0051","163",1,NA,NA
"2180",2180,"EPA0051","163",1,NA,NA
"2181",2181,"EPA0085","108",1,NA,NA
"2182",2182,"EPA0077","26",1,NA,NA
"2183",2183,"EPA0077","26",1,NA,NA
"2184",2184,"EPA0077","26",1,NA,NA
"2185",2185,"EPA0077","26",1,NA,NA
"2186",2186,"EPA0077","26",1,NA,NA
"2187",2187,"EPA0077","155",1,NA,NA
"2188",2188,"EPA0077","155",1,NA,NA
"2189",2189,"EPA0077","155",1,NA,NA
"2190",2190,"EPA0077","155",1,NA,NA
"2191",2191,"EPA0011","152",1,NA,NA
"2192",2192,"EPA0011","152",1,NA,NA
"2193",2193,"EPA0039","104",1,NA,NA
"2194",2194,"EPA0039","104",1,NA,NA
"2195",2195,"EPA0039","104",1,NA,NA
"2196",2196,"EPA0039","104",1,NA,NA
"2197",2197,"EPA0039","104",1,NA,NA
"2198",2198,"EPA0039","104",1,NA,NA
"2199",2199,"EPA0039","104",1,NA,NA
"2200",2200,"EPA0039","104",1,NA,NA
"2201",2201,"EPA0039","104",8,NA,NA
"2202",2202,"EPA0039","104",1,NA,NA
"2203",2203,"EPA0039","104",1,NA,NA
"2204",2204,"EPA0039","104",1,NA,NA
"2205",2205,"EPA0039","104",1,NA,NA
"2206",2206,"EPA0039","104",1,NA,NA
"2207",2207,"EPA0039","104",NA,NA,NA
"2208",2208,"EPA0039","104",1,NA,NA
"2209",2209,"EPA0039","104",1,NA,NA
"2210",2210,"EPA0045","131",1,NA,NA
"2211",2211,"EPA0045","16",1,NA,NA
"2212",2212,"EPA0045","104",1,NA,NA
"2213",2213,"EPA0045","104",1,NA,NA
"2214",2214,"EPA0045","104",1,NA,NA
"2215",2215,"EPA0045","104",1,NA,NA
"2216",2216,"EPA0045","104",1,NA,NA
"2217",2217,"EPA0045","104",1,NA,NA
"2218",2218,"EPA0045","104",1,NA,NA
"2219",2219,"EPA0045","104",1,NA,NA
"2220",2220,"EPA0045","104",8,NA,NA
"2221",2221,"EPA0045","104",1,NA,NA
"2222",2222,"EPA0045","104",1,NA,NA
"2223",2223,"EPA0045","104",1,NA,NA
"2224",2224,"EPA0045","104",1,NA,NA
"2225",2225,"EPA0045","104",1,NA,NA
"2226",2226,"EPA0045","104",NA,NA,NA
"2227",2227,"EPA0045","104",1,NA,NA
"2228",2228,"EPA0045","104",1,NA,NA
"2229",2229,"EPA0045","105",1,NA,NA
"2230",2230,"EPA0045","105",1,NA,NA
"2231",2231,"EPA0045","105",1,NA,NA
"2232",2232,"EPA0045","105",1,NA,NA
"2233",2233,"EPA0045","105",1,NA,NA
"2234",2234,"EPA0045","105",1,NA,NA
"2235",2235,"EPA0045","105",1,NA,NA
"2236",2236,"EPA0045","105",1,NA,NA
"2237",2237,"EPA0045","105",1,NA,NA
"2238",2238,"EPA0045","105",1,NA,NA
"2239",2239,"EPA0045","105",8,NA,NA
"2240",2240,"EPA0045","105",1,NA,NA
"2241",2241,"EPA0045","105",1,NA,NA
"2242",2242,"EPA0045","105",1,NA,NA
"2243",2243,"EPA0045","105",1,NA,NA
"2244",2244,"EPA0045","105",1,NA,NA
"2245",2245,"EPA0045","105",1,NA,NA
"2246",2246,"EPA0045","105",1,NA,NA
"2247",2247,"EPA0045","105",1,NA,NA
"2248",2248,"EPA0045","105",1,NA,NA
"2249",2249,"EPA0073","124",1,NA,NA
"2250",2250,"EPA0058","101",1,NA,NA
"2251",2251,"EPA0058","101",1,NA,NA
"2252",2252,"EPA0058","101",1,NA,NA
"2253",2253,"EPA0058","101",1,NA,NA
"2254",2254,"EPA0058","101",1,NA,NA
"2255",2255,"EPA0058","101",1,NA,NA
"2256",2256,"EPA0058","101",1,NA,NA
"2257",2257,"EPA0058","101",1,NA,NA
"2258",2258,"EPA0058","101",1,NA,NA
"2259",2259,"EPA0058","101",1,NA,NA
"2260",2260,"EPA0058","101",1,NA,NA
"2261",2261,"EPA0058","101",1,NA,NA
"2262",2262,"EPA0058","101",1,NA,NA
"2263",2263,"EPA0058","101",1,NA,NA
"2264",2264,"EPA0058","147",1,NA,NA
"2265",2265,"EPA0058","147",1,NA,NA
"2266",2266,"EPA0058","147",1,NA,NA
"2267",2267,"EPA0058","147",1,NA,NA
"2268",2268,"EPA0058","147",1,NA,NA
"2269",2269,"EPA0058","147",1,NA,NA
"2270",2270,"EPA0058","147",1,NA,NA
"2271",2271,"EPA0058","147",1,NA,NA
"2272",2272,"EPA0058","147",1,NA,NA
"2273",2273,"EPA0058","147",1,NA,NA
"2274",2274,"EPA0058","147",1,NA,NA
"2275",2275,"EPA0058","140",1,NA,NA
"2276",2276,"EPA0058","140",1,NA,NA
"2277",2277,"EPA0058","140",1,NA,NA
"2278",2278,"EPA0058","140",1,NA,NA
"2279",2279,"EPA0058","140",1,NA,NA
"2280",2280,"EPA0058","140",1,NA,NA
"2281",2281,"EPA0058","140",1,NA,NA
"2282",2282,"EPA0058","140",1,NA,NA
"2283",2283,"EPA0058","140",1,NA,NA
"2284",2284,"EPA0058","140",1,NA,NA
"2285",2285,"EPA0058","140",1,NA,NA
"2286",2286,"EPA0058","140",1,NA,NA
"2287",2287,"EPA0058","140",1,NA,NA
"2288",2288,"EPA0058","140",1,NA,NA
"2289",2289,"EPA0071","140",1,NA,NA
"2290",2290,"EPA0071","140",1,NA,NA
"2291",2291,"EPA0071","140",1,NA,NA
"2292",2292,"EPA0071","140",1,NA,NA
"2293",2293,"EPA0071","140",1,NA,NA
"2294",2294,"EPA0071","140",1,NA,NA
"2295",2295,"EPA0071","140",1,NA,NA
"2296",2296,"EPA0071","140",1,NA,NA
"2297",2297,"EPA0071","140",1,NA,NA
"2298",2298,"EPA0071","140",1,NA,NA
"2299",2299,"EPA0071","140",1,NA,NA
"2300",2300,"EPA0071","140",1,NA,NA
"2301",2301,"EPA0071","140",1,NA,NA
"2302",2302,"EPA0071","140",1,NA,NA
"2303",2303,"EPA0071","147",1,NA,NA
"2304",2304,"EPA0071","147",1,NA,NA
"2305",2305,"EPA0071","147",1,NA,NA
"2306",2306,"EPA0071","147",1,NA,NA
"2307",2307,"EPA0071","147",1,NA,NA
"2308",2308,"EPA0071","147",1,NA,NA
"2309",2309,"EPA0071","147",1,NA,NA
"2310",2310,"EPA0071","147",1,NA,NA
"2311",2311,"EPA0071","147",1,NA,NA
"2312",2312,"EPA0071","147",1,NA,NA
"2313",2313,"EPA0071","147",1,NA,NA
"2314",2314,"EPA0086","89",1,NA,NA
"2315",2315,"EPA0086","89",1,NA,NA
"2316",2316,"EPA0086","89",1,NA,NA
"2317",2317,"EPA0086","89",1,NA,NA
"2318",2318,"EPA0014","93",1,NA,NA
"2319",2319,"EPA0014","93",1,NA,NA
"2320",2320,"EPA0014","93",1,NA,NA
"2321",2321,"EPA0014","93",1,NA,NA
"2322",2322,"EPA0014","93",1,NA,NA
"2323",2323,"EPA0014","93",1,NA,NA
"2324",2324,"EPA0014","93",1,NA,NA
"2325",2325,"EPA0014","93",1,NA,NA
"2326",2326,"EPA0014","93",1,NA,NA
"2327",2327,"EPA0014","93",1,NA,NA
"2328",2328,"EPA0014","93",1,NA,NA
"2329",2329,"EPA0014","93",1,NA,NA
"2330",2330,"EPA0014","93",1,NA,NA
"2331",2331,"EPA0014","143",1,NA,NA
"2332",2332,"EPA0014","143",1,NA,NA
"2333",2333,"EPA0014","143",1,NA,NA
"2334",2334,"EPA0014","144",1,NA,NA
"2335",2335,"EPA0014","144",1,NA,NA
"2336",2336,"EPA0014","144",1,NA,NA
"2337",2337,"EPA0014","144",1,NA,NA
"2338",2338,"EPA0014","138",1,NA,NA
"2339",2339,"EPA0014","138",1,NA,NA
"2340",2340,"EPA0014","138",1,NA,NA
"2341",2341,"EPA0014","138",1,NA,NA
"2342",2342,"EPA0014","138",1,NA,NA
"2343",2343,"EPA0014","138",1,NA,NA
"2344",2344,"EPA0014","138",1,NA,NA
"2345",2345,"EPA0014","138",1,NA,NA
"2346",2346,"EPA0014","138",1,NA,NA
"2347",2347,"EPA0014","138",1,NA,NA
"2348",2348,"EPA0014","138",1,NA,NA
"2349",2349,"EPA0014","138",1,NA,NA
"2350",2350,"EPA0014","96",1,NA,NA
"2351",2351,"EPA0014","96",1,NA,NA
"2352",2352,"EPA0014","96",1,NA,NA
"2353",2353,"EPA0014","96",1,NA,NA
"2354",2354,"EPA0014","96",1,NA,NA
"2355",2355,"EPA0014","96",1,NA,NA
"2356",2356,"EPA0014","96",1,NA,NA
"2357",2357,"EPA0014","96",1,NA,NA
"2358",2358,"EPA0014","96",1,NA,NA
"2359",2359,"EPA0014","96",1,NA,NA
"2360",2360,"EPA0014","96",1,NA,NA
"2361",2361,"EPA0014","96",NA,NA,NA
"2362",2362,"EPA0014","29",1,NA,NA
"2363",2363,"EPA0014","29",1,NA,NA
"2364",2364,"EPA0014","29",1,NA,NA
"2365",2365,"EPA0014","33",1,NA,NA
"2366",2366,"EPA0014","33",1,NA,NA
"2367",2367,"EPA0014","104",1,NA,NA
"2368",2368,"EPA0014","104",1,NA,NA
"2369",2369,"EPA0014","104",1,NA,NA
"2370",2370,"EPA0014","104",1,NA,NA
"2371",2371,"EPA0014","104",1,NA,NA
"2372",2372,"EPA0014","104",1,NA,NA
"2373",2373,"EPA0014","104",1,NA,NA
"2374",2374,"EPA0014","104",1,NA,NA
"2375",2375,"EPA0014","104",8,NA,NA
"2376",2376,"EPA0014","104",1,NA,NA
"2377",2377,"EPA0014","104",1,NA,NA
"2378",2378,"EPA0014","104",1,NA,NA
"2379",2379,"EPA0014","104",1,NA,NA
"2380",2380,"EPA0014","104",1,NA,NA
"2381",2381,"EPA0014","104",NA,NA,NA
"2382",2382,"EPA0014","104",1,NA,NA
"2383",2383,"EPA0014","104",1,NA,NA
"2384",2384,"EPA0014","151",1,NA,NA
"2385",2385,"EPA0014","151",1,NA,NA
"2386",2386,"EPA0014","151",1,NA,NA
"2387",2387,"EPA0014","151",1,NA,NA
"2388",2388,"EPA0014","151",1,NA,NA
"2389",2389,"EPA0014","151",1,NA,NA
"2390",2390,"EPA0014","151",1,NA,NA
"2391",2391,"EPA0014","151",1,NA,NA
"2392",2392,"EPA0014","139",1,NA,NA
"2393",2393,"EPA0014","139",1,NA,NA
"2394",2394,"EPA0014","139",1,NA,NA
"2395",2395,"EPA0014","139",1,NA,NA
"2396",2396,"EPA0014","139",1,NA,NA
"2397",2397,"EPA0014","139",1,NA,NA
"2398",2398,"EPA0014","139",1,NA,NA
"2399",2399,"EPA0014","139",1,NA,NA
"2400",2400,"EPA0008","93",1,NA,NA
"2401",2401,"EPA0008","93",1,NA,NA
